,user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
852,Arkadiah Distributeur #Pundix France ⭐️⭐️🇫🇷,"Paris, France",PundiX entend devenir le plus grand réseau de paiement en cryptos-monnaies du monde . Et rendre le paiement en cryptos monnaies le plus simple. #FunctionX #Npxs,2019-03-12 13:47:43,428.0,1034,9303,False,2021-02-10 18:13:48,"@elonmusk @elonmusk
do you know #XPOS?
If you #useXPOS you can to accept so Fast #cryptocurrency for @Tesla… https://t.co/iF93mMepaY","['XPOS', 'useXPOS', 'cryptocurrency']",Twitter Web App,False
853,Genji,London,I blow off tops and send it from the bottom. I look out for noobs unlike others who use them to offload.. None of my tweets are financial advice.,2011-11-02 22:41:08,1994.0,241,8456,False,2021-02-10 18:13:47,"If we don't get another drop this market is wrong and your bots are configured wrong...

Death cross on 30 minute c… https://t.co/uCJCs8DPLV",,Twitter for Android,False
854,𝔐𝔦𝔠𝔥𝔞𝔢𝔩 𝔍,The World Is Yours,⠀ | Moto Rider | Lifestyle | Wealth | ₿ | Travel |⠀⠀ ⠀⠀| Wine & Dine | Cigars | 🎊💃🏽🕺🏽🎊 | 🇵🇪 | ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ • SC/IG: @MichaelJPerez •,2009-03-14 06:03:41,7684.0,232,844,False,2021-02-10 18:13:42,"@modnewyork1 @ItsDogeCoin Right here w/ @BinanceUS! https://t.co/5OiwbJym4y
Referral Code: 35002540
#HelpMeHelpYou… https://t.co/nvTtnIynxP",['HelpMeHelpYou'],Twitter for iPhone,False
855,𝔐𝔦𝔠𝔥𝔞𝔢𝔩 𝔍,The World Is Yours,⠀ | Moto Rider | Lifestyle | Wealth | ₿ | Travel |⠀⠀ ⠀⠀| Wine & Dine | Cigars | 🎊💃🏽🕺🏽🎊 | 🇵🇪 | ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ • SC/IG: @MichaelJPerez •,2009-03-14 06:03:41,7684.0,232,844,False,2021-02-10 18:13:25,"@utwtay Right here w/ @BinanceUS! https://t.co/5OiwbJym4y
Referral Code: 35002540
#HelpMeHelpYou #Cryptocurrency… https://t.co/xCl35kT0U7","['HelpMeHelpYou', 'Cryptocurrency']",Twitter for iPhone,False
856,Arkadiah Distributeur #Pundix France ⭐️⭐️🇫🇷,"Paris, France",PundiX entend devenir le plus grand réseau de paiement en cryptos-monnaies du monde . Et rendre le paiement en cryptos monnaies le plus simple. #FunctionX #Npxs,2019-03-12 13:47:43,428.0,1034,9303,False,2021-02-10 18:13:13,"@elonmusk @elonmusk
do you know #XPOS?
If you #useXPOS you can to accept so Fast #cryptocurrency for @Tesla… https://t.co/FjPGEyrwqx","['XPOS', 'useXPOS', 'cryptocurrency']",Twitter Web App,False
857,BOCVIP,,"Blockchain. 
Oil, Gas & Mining. 
Cryptocurrency.",2009-03-17 16:51:37,1174.0,1637,0,False,2021-02-10 18:13:04,"#Ripple/#XRP-#Crypto #Passes Google,#Btc ...

https://t.co/wPqd97wiSO

#Binance #Bitcoin #Blockchain #Cardano… https://t.co/bEy7gWC1BJ","['Ripple', 'XRP', 'Crypto', 'Passes', 'Btc', 'Binance', 'Bitcoin', 'Blockchain', 'Cardano']",boc.vip,False
858,Bitcoin Price [BTC],Everywhere,Frequent updates with the average Bitcoin [BTC] price across exchanges. Provided by https://t.co/N7gNEDojcz,2018-02-19 06:04:11,105.0,0,0,False,2021-02-10 18:12:08,"Bitcoin Overview - 24 Hour:

Average $BTC price across exchanges: $45,019.78
Change: $-1,730.75 (-3.70%)
High: $47,… https://t.co/EOZBiJ5a7F",,CryptoPriceBTC,False
859,Genji,London,I blow off tops and send it from the bottom. I look out for noobs unlike others who use them to offload.. None of my tweets are financial advice.,2011-11-02 22:41:08,1994.0,241,8456,False,2021-02-10 18:11:51,"Lmao $btc #btc #Bitcoin

@PeterSchiff buy some Satoshis for the lols and get some botox.. https://t.co/zreGLEqDj2","['btc', 'Bitcoin']",Twitter for Android,False
860,Bitcoin Mate (BTC News App),,Your BTC and crypto mate available FREE on Google Play!,2015-03-08 06:31:18,3309.0,1976,201,False,2021-02-10 18:11:08,"3DwTsiaH4TJ2d1LPdApBNAkYiPfmW3WmJf More People HODLing #Bitcoin Hurts Case for Buying, Selling With It, Says Morgan… https://t.co/IYZMQ8h738",['Bitcoin'],Twibble.io,False
861,Vladimir Kositsyn,Moscow,"Digital oil seeker | Architect, Swing trader, Investor #XRP #Ethereum #Bitcoin 

Not Financial Advice",2015-03-29 16:31:50,20.0,55,1936,False,2021-02-10 18:11:01,"So far my strategy do get out of #BTC on 20k and go full in #alts worked brilliantly 

#bitcoin #ethereum #XRP","['BTC', 'alts', 'bitcoin', 'ethereum', 'XRP']",Twitter for iPhone,False
862,Crypto-michelⓋ,,#VeChain $VTHO $VET,2020-08-17 07:44:21,96.0,455,3589,False,2021-02-10 18:11:00,@coinbase @CoinbasePro trying to dodge the bullet $VET $VTHO #VeChain #VeFam everybodys asking for it! Why you tryi… https://t.co/uS426uR7VF,"['VeChain', 'VeFam']",Twitter for Android,False
863,P. Kim,,"Nerdy Student 🤓📚 
Like: Cryptos, Business, Technology and Green Tea 🍵💚",2019-04-23 01:50:05,10.0,161,403,False,2021-02-10 18:10:46,"#Bitcoin  ให้คุกกี้ทำนายกัน ♥️

Is it a bull flag pattern? 
Try using a fortune cookie...😂
#BTCTHB #BTC https://t.co/YOSkJ8bvfR","['Bitcoin', 'BTCTHB', 'BTC']",Twitter Web App,False
864,Gyp$ea,,crypto trader | rookie chartist | hodling the door since '17 | flipping shitcoins to stack more BTC | buy #bitcoin,2020-07-07 18:58:35,269.0,337,2223,False,2021-02-10 18:10:20,"when #Bitcoin dump on us, we pump it 💪🏻 gains season 🤑  

#GAINSZN #BTC https://t.co/c0BKKrpwwO","['Bitcoin', 'GAINSZN', 'BTC']",Twitter for Android,False
865,BTC DAILY MOTIVATION,Worldwide,"I'm BTC Maximalist. Feel blessed w/ my original quote? Some satoshi you send will make me smile :) ⤵️
1AgRi2vRZeN36mfaz7bGKeqRNmVt6ydWbH

#crypto #bitcoin #btc",2019-05-11 09:32:23,662.0,2192,1483,False,2021-02-10 18:10:09,"#originalquote #btcdailymotivation

The HODLers are the True Hero # Warrior of BITCOIN

Salute!

#btc #bitcoin… https://t.co/lRjHAc9vLO","['originalquote', 'btcdailymotivation', 'btc', 'bitcoin']",Twitter Web App,False
866,aWebAnalysis | Crypto,Blockchain,"Cryptocurrencies price monitor & analysis tools.
 
Buy Crypto on Binance with a permanent 20% Discount on all commissions with this link: https://t.co/Z8wYIvvNsT",2017-08-30 19:26:58,1877.0,1454,33,False,2021-02-10 18:10:02,"Bitcoin BTC Current Price:
$44,986.50
1 Hour: 1.57% | 24 Hours: -3.24% | 7 Days: 21.46%
#btc #bitcoin","['btc', 'bitcoin']",AwebAnalysis,False
867,Zachary Kelman,"Manhattan, NY",Managing Partner @kelmanlawcrypto | FinTech • MTL • Litigation,2011-07-16 00:31:50,1336.0,376,3867,False,2021-02-10 18:10:02,Seized Silk Road Bitcoin Worth $3 Billion Likely Linked to Disgraced US Secret Service Agent… https://t.co/5qAvZBwAu1,,SocialBee.io v2,False
868,BitcoinWomenGaming,Suomi,#Bitcoin,2010-11-07 11:22:21,137.0,142,22567,False,2021-02-10 18:09:53,These freaking slimos! This needs to stop 🛑 #Bitcoin #BTC #manipulation https://t.co/p5yWe4SEtl,"['Bitcoin', 'BTC', 'manipulation']",Twitter for Android,False
869,Crypto Vet (Dr. Harry J. Malinski),DFW,"Veterinary Surgeon, Business man, Love cryptocurrency and the future of block-chain technology, XRP!!!!!
https://t.co/EnlCkQxn9j
YouTube: https://t.co/s11O9RfUQE",2020-06-19 19:34:16,501.0,458,1540,False,2021-02-10 18:08:57,"Everyone is worried about the #Bitcoin dip, I am buying more!!! #Crypto Updates! #XRP #ETH #BTC Don't get shaken ou… https://t.co/XoAduwMw9A","['Bitcoin', 'Crypto', 'XRP', 'ETH', 'BTC']",Twitter Web App,False
870,Cryptocurrencies / USD,,Stay updated on the main cryptocurrencies of the market | @cryptosEUR for EUR | Do you miss any coin? ➡️ DMs open,2018-08-02 10:06:05,3910.0,1,10,False,2021-02-10 18:08:46,"🔄 Prices update in $USD (1 hour):

$BTC   - 45202.7 $   (+1.33 %)
$ETH   - 1738.74 $   (+0.9 %) 
$XRP   - 0.5 $… https://t.co/4m23CF6oFf",,Cryptocurrencies prices to USD,False
871,Bitcoin Mate (BTC News App),,Your BTC and crypto mate available FREE on Google Play!,2015-03-08 06:31:18,3309.0,1976,201,False,2021-02-10 18:06:07,ECB leader floats 3K threshold for digital euro holdings https://t.co/rFgtSjwpgn #btc #bitcoinnews #bitcoin,"['btc', 'bitcoinnews', 'bitcoin']",Twibble.io,False
872,Prof. GMira ♏️,"Lagos, Abuja, Delta",PhD (Affidavit) in Automotive Engineering & Vehicle Design Technology. 📚 🔧📰 Car Dealer (New & Used Cars)🚗🚙 iMPORT🌍 iSell| iBuy| iSwap| iDeliver🌍☣️,2009-10-05 09:22:43,623.0,849,12809,False,2021-02-10 18:05:49,"This is a country we live in.
Saw this recently.
We need to really educate our country!
@cenbank @FMoCDENigeria… https://t.co/xscoIAfQsg",,Twitter for iPhone,False
873,Dogecoin Mascot,,💎💎💎💎,2020-12-29 07:49:15,127.0,52,974,False,2021-02-10 18:05:14,"@DaytonaNissan #dogearmy stands with you!!!!! 

#dogecoin #doge #dogecoinfrance #dogecoinarmy #dogearmy #elondoge… https://t.co/UJHfQCKmbg","['dogearmy', 'dogecoin', 'doge', 'dogecoinfrance', 'dogecoinarmy', 'dogearmy', 'elondoge']",Twitter for iPhone,False
874,CryptoSquawk,Australia,"24x7 Crypto market real-time audio squawk for Bitcoin / BitMEX day traders. Whale trade alerts, peak volume trading, price action. Buying / selling pressure.",2017-10-05 10:13:09,1281.0,25,72,False,2021-02-10 18:05:11,"⬇️ Seller alert: 10 $BTC sold into the bid @ 45145
  https://t.co/iMB1mj8Cs1 👈 #Bitcoin #crypto #BTC","['Bitcoin', 'crypto', 'BTC']",CryptoSquawkBot,False
875,BigTopApps 🌎,,"iOS, Android, Amazon, and WindowsPhone App Design, Development, and Reviews. @ https://t.co/NJk5qoeNUE ✌️ ¯\_₍⸍⸌̣ʷ̣̫⸍̣⸌₎_/¯",2014-01-08 05:06:52,13043.0,216,355,False,2021-02-10 18:05:03,"Mining Rigs - Top Search - Price Compare and Reviews. https://t.co/DBSpuWEfLu 

#cryptocurrency #hodl #hold… https://t.co/Ha7txlnTwY","['cryptocurrency', 'hodl', 'hold']",Twitter Web App,False
876,Bobby.HODL 🚀,,#bitcoin | RE Investor | Digital Marketing Guru who has zero courses to sell you LOL / Leader of a self sovereign family,2013-03-05 19:04:27,2172.0,1783,28101,False,2021-02-10 18:04:06,"#bitcoin is the stepping stone to a balanced portfolio

One day we will sell .1 #BTC for an entire apartment complex.

FEW.","['bitcoin', 'BTC']",Twitter Web App,False
877,Dogecoin Mascot,,💎💎💎💎,2020-12-29 07:49:15,127.0,52,974,False,2021-02-10 18:03:52,"@DaytonaNissan accepts #dogecoin 🙌🏽🙌🏽🙌🏽🙌🏽🙌🏽🙌🏽💎💎💎💎💎💎💎

#dogecoin #doge #dogecoinfrance #dogecoinarmy #dogearmy… https://t.co/iKFnqumdYX","['dogecoin', 'dogecoin', 'doge', 'dogecoinfrance', 'dogecoinarmy', 'dogearmy']",Twitter for iPhone,False
878,Paloma Monnappa,,,2021-02-02 14:24:43,15.0,34,29,False,2021-02-10 18:03:49,"@CryptoMichNL @Zenon_Network, an enigmatic #blockchain that will take the world by storm soon 🙂 #znn $znn #defi on… https://t.co/AlUgwwVyrL","['blockchain', 'znn', 'defi']",Twitter for iPhone,False
879,CryptoSquawk,Australia,"24x7 Crypto market real-time audio squawk for Bitcoin / BitMEX day traders. Whale trade alerts, peak volume trading, price action. Buying / selling pressure.",2017-10-05 10:13:09,1281.0,25,72,False,2021-02-10 18:03:27,"🧱 INCREASED LIQUIDITY 📢 40 $BTC accumulated around 45100 💰
          https://t.co/iMB1mj8Cs1 👈 #Bitcoin #crypto #BTC","['Bitcoin', 'crypto', 'BTC']",CryptoSquawkBot,False
880,Blockstream,,Blockstream is the global leader in #Bitcoin and blockchain technology. We make financial markets more efficient by reducing reliance on trust. #DontTrustVerify,2014-01-24 04:05:39,131970.0,794,12454,True,2021-02-10 18:02:53,#BlockstreamAQUA is our new #Bitcoin and @Liquid_BTC wallet designed to be as easy as possible to use. Show off to… https://t.co/9VjzGyrKBg,"['BlockstreamAQUA', 'Bitcoin']",Twitter Web App,False
881,Bitcoin Blockchain Cryptocurrency,My Crypto Wallet,"#Bitcoin #Ethereum #Litecoin #dogecoin 
$BTC $ETH $LTC $DOGE
Anything I tweet is NOT financial advice in what to invest in for cryptocurrency🚀🚀🚀🚀🚀🚀🚀🚀🚀",2021-01-18 13:39:27,7.0,21,899,False,2021-02-10 18:02:06,You probably can't hear him behind his mask but I'm sure he's telling you to get ahold of some crypto before the US… https://t.co/sO3WksQs5D,,Twitter for Android,False
882,#MakeADifference,Online,"Are you ready to make a difference?

Get $100

by downloading the free app

https://t.co/aCR3jEahTa

Prioritize People Over Profits & Help Local Businesses",2015-05-02 16:54:25,78780.0,46656,120853,False,2021-02-10 18:02:02,"https://t.co/h0XWfZiGQM More People HODLing #Bitcoin Hurts Case for Buying, Selling With It, Says Morgan Stanley… https://t.co/EX5JhlGSwT",['Bitcoin'],Twibble.io,False
883,BitcoinEdge,,"Engineer, #Bitcoin trader since 2013 and recently started a youtube channel.",2020-04-19 22:30:53,1595.0,396,8899,False,2021-02-10 18:01:41,"Price Analysis Bitcoin Ethereum Dogecoin Matic SNX Link 

#Crypto #ElonMusk 
#Bitcoin #BTC
#Ethereum #ETH
#Link… https://t.co/jwWDjRHw79","['Crypto', 'ElonMusk', 'Bitcoin', 'BTC', 'Ethereum', 'ETH', 'Link']",Twitter Web App,False
884,CryptoSquawk,Australia,"24x7 Crypto market real-time audio squawk for Bitcoin / BitMEX day traders. Whale trade alerts, peak volume trading, price action. Buying / selling pressure.",2017-10-05 10:13:09,1281.0,25,72,False,2021-02-10 18:01:38,"⬇️⬇️ $BTC SELLING PRESSURE ALERT 📉 Price trading around 45015
          https://t.co/iMB1mj8Cs1 👈 #Bitcoin #crypto #BTC","['Bitcoin', 'crypto', 'BTC']",CryptoSquawkBot,False
885,Dogecoin Mascot,,💎💎💎💎,2020-12-29 07:49:15,127.0,52,974,False,2021-02-10 18:01:37,"Why wouldn’t you give it all you got if you already gave it a piece of you!!! #dogecoin to the moon! 

#dogecoin… https://t.co/Jau0pK3kk3","['dogecoin', 'dogecoin']",Twitter for iPhone,False
886,CryptoInsights,"London, England","I tweet interesting insights about cryptocurrencies. 

Current project is correlation matrices of crypto prices.",2017-01-29 16:53:02,9.0,141,8,False,2021-02-10 18:01:23,18:01:04     5 Day Crypto Price Correlation Matrix #cryptocurrency #bitcoin #crypto #blockchain #btc #ethereum… https://t.co/4CgFhgRMXi,"['cryptocurrency', 'bitcoin', 'crypto', 'blockchain', 'btc', 'ethereum']",,False
887,coinOK,,Now part of the Dogecoin community.,2013-12-05 23:34:07,9798.0,3337,193,False,2021-02-10 18:01:03,1 BTC Price: Bitstamp 45034.40 USD Coinbase  USD #btc #bitcoin 2021-02-10 13:01 https://t.co/yzgZZm2gHp,"['btc', 'bitcoin']",CoinTweety,False
888,Bitsler,support@bitsler.com,Bitcoin games - Daily promotions - large community! Only 18+,2015-10-19 01:52:34,4506.0,522,2510,False,2021-02-10 18:00:52,"🎾Start Of #ATP #Australia #Open  🎾

MANY GAMES ALL DAY LONG 
Play here ➡️https://t.co/SUMMPSW4po

Who do you think… https://t.co/Dy1h3apvmb","['ATP', 'Australia', 'Open']",Hootsuite Inc.,False
889,Titus,,Publish0x – a place where both Readers and Bloggers Earn Crypto https://t.co/uUX4uMkEPq,2016-01-07 20:01:49,2750.0,2079,4875,False,2021-02-10 18:00:30,Earn Interest On Your Cryptocurrency! https://t.co/ZBpikJSbPJ #Bitcoin #btc #Ethereum #ETH #cryptocurrency,"['Bitcoin', 'btc', 'Ethereum', 'ETH', 'cryptocurrency']",IFTTT,False
890,𝐄𝐓𝐇𝐄𝐑 𝐏𝐎𝐓𝐓𝐄𝐑,GriffindorBlock,"🇨🇭Made in Switzerland ¦ Ape in ERC20 Altcoins
https://t.co/XMWTnNmtNr https://t.co/cMqvEQggLN
https://t.co/hDzBvyAVe6 https://t.co/chrprP5JQ8 http://www.coinpartic",2020-10-15 10:22:52,176.0,16,97,False,2021-02-10 18:00:26,"Is BULL🐂 or BEAR🐻?

#EGLD #BTC #CVC #ETH #NEO #STORJ #XRP #ZIL #DOGE #XVG #FUN #BQX #POA $LINK #LINK
#defi $pickle… https://t.co/O7nKB4LQaI","['EGLD', 'BTC', 'CVC', 'ETH', 'NEO', 'STORJ', 'XRP', 'ZIL', 'DOGE', 'XVG', 'FUN', 'BQX', 'POA', 'LINK', 'defi']",Twitter for Android,False
891,Smokyho,Indonesia,"P2P and Exchange Trader.

#bitcoin #cryptocurrency #finance #fintech",2016-05-02 04:13:09,618.0,150,4769,False,2021-02-10 18:00:24,Buy #Bitcoin with #Amazon Gift Card without hassles using peer to peer platform from reputable seller here… https://t.co/P5VaEqRCcn,"['Bitcoin', 'Amazon']",IFTTT,False
892,Coinstats,Blockchain,Stats every hour of the top 10 crypto currencies,2016-04-30 15:47:58,3508.0,0,0,False,2021-02-10 18:00:04,"Bitcoin - BTC
Price: $45,013.89
Change in 1h: +1.7406546%
Market cap: $838,389,394,195.17
Ranking: 1
#Bitcoin #BTC","['Bitcoin', 'BTC']",CoinStats,False
893,Crypto Trader,,Bot to stream crypto (mostly BTC) info and flag a few traditional TA triggers. BTC/BCC tips: 14pNtiA3KLnAYBXrRtkRcESpVonQd65qqx,2017-09-09 04:26:15,1094.0,161,59,False,2021-02-10 18:00:04,"Bitcoin: $44,987.04
 -3.21% (-$1492.38)
High: $47,500
Low: $43,766
Volume: 714

$BTC #BTC #bitcoin","['BTC', 'bitcoin']",CryptoTradeBot2,False
894,Kur Ne Oldu,Turkey,"Günlük Döviz Kurları /

Daily Currency Exchange Rates",2019-02-11 08:43:21,4154.0,76,45,False,2021-02-10 18:00:04,"⏰ 21:00
₿ Bitcoin = 45.097,1282 $
#bitcoin #btc #BTCUSD","['bitcoin', 'btc', 'BTCUSD']",KurNeOldu,False
895,Kur Kaç Oldu?,,"Günlük Döviz Kurları /

Daily Currency Exchange Rates

Eski hesap: 
@kurneoldu",2016-08-14 08:28:42,2158.0,1,3,False,2021-02-10 18:00:03,"⏰ 21:00
₿ Bitcoin = 45.097,1282 $
#bitcoin #btc #BTCUSD","['bitcoin', 'btc', 'BTCUSD']",KurKacOldu,False
896,PiRoyot,,Test Twitter Bot for Pi,2020-06-07 10:46:59,1.0,0,0,False,2021-02-10 18:00:02,"Market Id : BTC-AUD
Last Price :58550
24 Hour High :61550
24 Hour Low :57009.19
Best Bid :58499.99
Best Ask : 58586.42
#btc #bitcoin","['btc', 'bitcoin']",HashTagTrendRoy,False
897,Binance Coin Tracker,,Your buddy to find the best trade opportunities for you.,2018-01-09 10:08:01,204.0,72,1,False,2021-02-10 17:59:42,"🤩$UTK 🤩Buy Signal
▶Pair: UTK/USDT 
🚦Signal: Hidden Bull Divergence - 4h 
💰Price: 0.3343 

#btc #bitcoin… https://t.co/NqGbKuNTFL","['btc', 'bitcoin']",Genius Crypto,False
898,Dogecoin Mascot,,💎💎💎💎,2020-12-29 07:49:15,127.0,52,974,False,2021-02-10 17:59:27,"Push for #dogecoin to be accepted as payment !!!!!!! 

#dogecoin #doge #dogecoinfrance #dogecoinarmy #dogearmy… https://t.co/0uZmO4n5eQ","['dogecoin', 'dogecoin', 'doge', 'dogecoinfrance', 'dogecoinarmy', 'dogearmy']",Twitter for iPhone,False
899,PRA2,Argentina,An insane guy. IG: @pra2design,2010-10-04 15:36:09,1058.0,72,1852,False,2021-02-10 17:59:27,"Well, clearly @michael_saylor nailed it, @elonmusk just did the same move with #Tesla (and probably part of Space X… https://t.co/YBVVv148IF",['Tesla'],Twitter for iPhone,False
900,Crypto Ideas,Crypto World,"I ❤️ Cryptos.

Retweets  ≠ endorsements.
Not financial advice!",2020-01-07 11:11:21,33.0,65,127,False,2021-02-10 17:59:23,What would happen if tomorrow one nation-state bought up the TOTAL remaining supply of #Bitcoin? (and continued buy… https://t.co/Bh6FB3QbtH,['Bitcoin'],Twitter for Android,False
901,"David ""I am not a cat"" Zeilerrrr ⚡️","Baltimore, MD","Staff #cryptocurrency expert @MoneyMorning, a financial news website. OG: Mined #Bitcoin in 2011. Tech junkie. Appleholic. Political malcontent.",2013-11-21 05:28:50,3912.0,2611,3331,False,2021-02-10 17:59:23,"Now Twitter is looking at #investing in #Bitcoin. 
This trickle of corporate cash could become a flood that speeds… https://t.co/bImVJEgxs1","['investing', 'Bitcoin']",Twitter Web App,False
902,Binance Coin Tracker,,Your buddy to find the best trade opportunities for you.,2018-01-09 10:08:01,204.0,72,1,False,2021-02-10 17:58:42,"🤩$UTK 🤩Buy Signal
▶Pair: UTK/USDT 
🚦Signal: Hidden Bull Divergence - 4h 
💰Price: 0.331 

#btc #bitcoin… https://t.co/YEIuKWpamV","['btc', 'bitcoin']",Genius Crypto,False
903,Dogecoin Mascot,,💎💎💎💎,2020-12-29 07:49:15,127.0,52,974,False,2021-02-10 17:58:41,"@lieferando @DoorDash @Airbnb please accept #dogecoin as payment !!!! #dogearmy is here to support!!! 

#dogecoin… https://t.co/i5QMWuygHl","['dogecoin', 'dogearmy', 'dogecoin']",Twitter for iPhone,False
904,oscar,A meno di 2km,#bitcoin,2011-06-11 19:19:04,243.0,242,2484,False,2021-02-10 17:58:36,"Gary Black and the Long-term horizon. 

*Two days* (not 2 months, years nor decades — *2 days*) after Tesla’s board… https://t.co/icQ1ZAujc3",,Twitter for Mac,False
905,Binance Coin Tracker,,Your buddy to find the best trade opportunities for you.,2018-01-09 10:08:01,204.0,72,1,False,2021-02-10 17:58:32,"🤩$TRXUP 🤩Buy Signal
▶Pair: TRXUP/USDT 
🚦Signal: Hidden Bull Divergence - 4h 
💰Price: 4.629 

#btc #bitcoin… https://t.co/3jsbn5HQRu","['btc', 'bitcoin']",Genius Crypto,False
906,Binance Coin Tracker,,Your buddy to find the best trade opportunities for you.,2018-01-09 10:08:01,204.0,72,1,False,2021-02-10 17:58:21,"🤩$TRXUP 🤩Buy Signal
▶Pair: TRXUP/USDT 
🚦Signal: Hidden Bull Divergence - 4h 
💰Price: 4.557 

#btc #bitcoin… https://t.co/FRbUWcQUmd","['btc', 'bitcoin']",Genius Crypto,False
907,🌹🌟 Zoé 🌟🌹,"Essex Fells, NJ",#MambaMentality 🐍| @Bengals 🏈 @MiamiHeat🏀 @Dodgers⚾️ FanGirl | Sarcastic F*ck 🖕🏽| Penn State Alum 🦁 #Bitcoin #Link #,2020-09-25 14:34:27,348.0,1135,2535,False,2021-02-10 17:58:21,Last year I started making my clients pay me solely in #Bitcoin to help accelerate my wallet.   Seriously one of th… https://t.co/53kfi6gNoH,['Bitcoin'],Twitter for iPhone,False
908,Kenzi.ai,,"Meet Kenzi. An intelligent & fully automated cryptocurrency futures trading algorithm.

Grow your crypto, put it to work with #KenziAI 

#bitcoin",2020-12-21 16:29:18,71.0,495,6,False,2021-02-10 17:58:02,"Kenzi is LONG #btcusd @ $44.9k 📈

#bitcoin #btc #bitcoins

Join the waitlist at https://t.co/4Gb1JlD6UJ","['btcusd', 'bitcoin', 'btc', 'bitcoins']",Twitter Web App,False
909,Dogecoin Mascot,,💎💎💎💎,2020-12-29 07:49:15,127.0,52,974,False,2021-02-10 17:57:35,"If we constantly target @amazon &amp; @Tesla to accept #dogecoin as payment, we would be in an amazing place !!!!!!!!… https://t.co/q4gJOOWwwJ",['dogecoin'],Twitter for iPhone,False
910,Arslan Nasir,"Punjab, Pakistan","Lives in #Bhakkar Works At #Tecnology  Updates And study https://t.co/Fak17736BH Engenering
also on #Teaching #Pak_Army
#YouTube #btc
https://t.co/3udyhOxGVo",2017-03-11 08:16:20,496.0,6,2059,False,2021-02-10 17:57:23,CryptoWave - New Free Bitcoin Earning Site 2021 | Earn 15% Hourly For 10... https://t.co/j1tyvU2V4H via #bitcoin #btc #arslannasir,"['bitcoin', 'btc', 'arslannasir']",Twitter Web App,False
911,STUDIO192.NL,Apeldoorn (GLD) Holland,"On-line Radio Station. In Apeldoorn,Holland",2010-01-15 15:57:04,1091.0,614,225,False,2021-02-10 17:57:06,[188] #Appelscha Earn #BitCoin (#BTC) just by keeping your #computer (or keep your Computer) #online.… https://t.co/F1uy26h60P,"['Appelscha', 'BitCoin', 'BTC', 'computer', 'online']",TweetDeck,False
912,Crypto Cartel😎,"New York, USA",Crypto currency Investor-Trader-Analyst 🇺🇸 Bitcoin-Ethereum-Altcoins-DeFi-Blockchain 🤑🚀,2020-08-04 07:12:08,169.0,82,23280,False,2021-02-10 17:56:41,"Voyager is ready to explode, anyone not filling their bags with VGX is crazy Buy Buy Buy VGX Token ❤️🚀🤑🤑#Voyager… https://t.co/l1hd5Si0yC",['Voyager'],Twitter for iPhone,False
913,Binance Coin Tracker,,Your buddy to find the best trade opportunities for you.,2018-01-09 10:08:01,204.0,72,1,False,2021-02-10 17:56:11,"🤩$AION 🤩Buy Signal
▶Pair: AION/USDT 
🚦Signal: Hidden Bull Divergence - 4h 
💰Price: 0.102 

#btc #bitcoin… https://t.co/ANA6HcVIvr","['btc', 'bitcoin']",Genius Crypto,False
914,Binance Coin Tracker,,Your buddy to find the best trade opportunities for you.,2018-01-09 10:08:01,204.0,72,1,False,2021-02-10 17:56:01,"🤩$AION 🤩Buy Signal
▶Pair: AION/USDT 
🚦Signal: Hidden Bull Divergence - 4h 
💰Price: 0.101 

#btc #bitcoin… https://t.co/qL8Cjiwv9E","['btc', 'bitcoin']",Genius Crypto,False
915,Binance Coin Tracker,,Your buddy to find the best trade opportunities for you.,2018-01-09 10:08:01,204.0,72,1,False,2021-02-10 17:55:51,"🤩$OGN 🤩Buy Signal
▶Pair: OGN/USDT 
🚦Signal: Hidden Bull Divergence - 4h 
💰Price: 0.3703 

#btc #bitcoin… https://t.co/1fInah5Syg","['btc', 'bitcoin']",Genius Crypto,False
916,Binance Coin Tracker,,Your buddy to find the best trade opportunities for you.,2018-01-09 10:08:01,204.0,72,1,False,2021-02-10 17:55:40,"🤩$OGN 🤩Buy Signal
▶Pair: OGN/USDT 
🚦Signal: Hidden Bull Divergence - 4h 
💰Price: 0.3756 

#btc #bitcoin… https://t.co/SYuG7HxQok","['btc', 'bitcoin']",Genius Crypto,False
917,CryptoWhale,Malta,"#Bitcoin stronghold

BSC farming whale...

Not financial advice. Just sharing my trades. DoYourOwnResearch",2012-05-25 13:09:49,154.0,40,788,False,2021-02-10 17:55:11,"#ASR

I sold my moonbag at 5.475$.
I am planning to buyback below 5.1$ or I will say goodbye :)

@ASRomaEN 

DYOR… https://t.co/ULlvxKidSN",['ASR'],Twitter for Android,False
918,Binance Coin Tracker,,Your buddy to find the best trade opportunities for you.,2018-01-09 10:08:01,204.0,72,1,False,2021-02-10 17:55:00,"🤩$STX 🤩Buy Signal
▶Pair: STX/USDT 
🚦Signal: Hidden Bull Divergence - 4h 
💰Price: 0.5241 

#btc #bitcoin… https://t.co/XvKPpYr72Z","['btc', 'bitcoin']",Genius Crypto,False
